h,beta,se,tstat,pval,partial_f,ci90_lo,ci90_hi,ci95_lo,ci95_hi,nobs,r2,n_clusters,qt_range,outcome,gfc_h,gfc_h_se,gfc_h_t,gfc_h_p,gfc_out_h,gfc_out_p,instr_sd
10,1.5663721484252864,0.4854330372132964,3.226752256948329,0.0012520381444217437,10.411930127721137,0.7678348022094138,2.364909494641159,0.6149233954872254,2.517820901363347,3200,0.8943779958313062,50,2001Q3-2017Q2,unemp,-2.572592200003337,1.144499908212797,-2.2477871614866176,0.0245897649147987,2.186563794619018,8.136797365789102e-20,16.921527932093753
11,1.6640447956796467,0.49648962859716406,3.3516204565670793,0.0008034007947882806,11.233359684878916,0.8473193566373118,2.4807702347219815,0.6909251236292052,2.637164467730088,3150,0.9022151963556121,50,2001Q3-2017Q1,unemp,-2.809942092733692,1.0699439976906049,-2.626251559706624,0.008633098850444935,2.2944383732008187,4.4849015949231626e-21,16.921527932093753
12,1.7726872795761077,0.5001933898655111,3.5440038103117213,0.0003940995498278409,12.559963007503999,0.9498691532473419,2.5955054059048734,0.7923082354397059,2.7530663237125093,3100,0.9093804245950481,50,2001Q3-2016Q4,unemp,-3.0172272206336768,1.0132146164603653,-2.977875734929949,0.002902536375920606,2.4986619818642306,1.6859656481856603e-22,16.921527932093753
13,1.8649871415187074,0.514276081860144,3.6264318083256413,0.0002873646619225965,13.151007660435981,1.0190029868587704,2.7109712961786436,0.8570060210728252,2.8729682619645893,3050,0.9160616956922928,50,2001Q3-2016Q3,unemp,-3.0362809015221583,0.9807658037753307,-3.095826638565893,0.0019626507267837645,2.3811066695038017,1.4078112397953222e-29,16.921527932093753
14,1.8841659643843447,0.521583768565149,3.6123937858871478,0.00030338338639468497,13.04938886431608,1.0261606650946744,2.7421712636740145,0.8618617779966526,2.9064701507720367,3000,0.9221497301234984,50,2001Q3-2016Q2,unemp,-2.7791347915833193,0.9563711674553748,-2.905916537590513,0.003661791077098507,2.520898701641896,1.2641068452362468e-31,16.921527932093753
15,1.9076761848620536,0.5246482740846388,3.6361049470531532,0.00027679160187070586,13.221259185984414,1.044629773992823,2.770722595731285,0.8793655676561617,2.9359868020679456,2950,0.9280195415085523,50,2001Q3-2016Q1,unemp,-2.439366734482226,0.9367958362060806,-2.6039470290147646,0.009215699884082839,2.774452182896207,2.5469616623047057e-35,16.921527932093753
16,1.9203571055009607,0.5244563786040602,3.6616145476433215,0.00025063075422585154,13.407421095513206,1.0576263626972817,2.7830878483046395,0.8924226034370026,2.948291607564919,2900,0.9336208723212288,50,2001Q3-2015Q4,unemp,-2.1422559710491558,0.89256809919585,-2.400103670497746,0.016390429122596147,2.736048371609016,5.5284371428242675e-40,16.921527932093753
17,1.9104829061525894,0.5127490909105505,3.725960591680258,0.00019457280420248274,13.882782330754297,1.0670106516047337,2.7539551607004453,0.9054946879679102,2.9154711243372686,2850,0.9391269675592495,50,2001Q3-2015Q3,unemp,-1.9680848289041044,0.8227395999607096,-2.3921114639408283,0.016751754073630897,3.000142521610222,3.3741387287811546e-34,16.921527932093753
18,1.8714043816120312,0.5095102090721363,3.6729477609880012,0.00023976851303049164,13.490545254946772,1.033260087688367,2.7095486755356957,0.8727643718306443,2.870044391393418,2800,0.9448478717960694,50,2001Q3-2015Q2,unemp,-1.949236860879781,0.7481128539654845,-2.6055385234293977,0.009172995758649903,3.1170671779639587,2.9910176485803224e-67,16.921527932093753
19,1.8332000200247287,0.4974276887275167,3.685359825292974,0.00022837975186447082,13.58187704188346,1.0149314720679639,2.6514685679814938,0.8582417501187961,2.8081582899306614,2750,0.9490347445703736,50,2001Q3-2015Q1,unemp,-2.0241904448879446,0.6897541149073622,-2.9346551200492725,0.003339186014523596,3.5061476457931153,2.50184765222752e-59,16.921527932093753
20,1.795759701759902,0.48919711118782877,3.670830552125674,0.00024176358458303653,13.474996942419281,0.9910304538559238,2.6004889496638803,0.8369333638317579,2.7545860396880464,2700,0.9526844092650562,50,2001Q3-2014Q4,unemp,-2.0918560447057764,0.6535310131301838,-3.2008519912261257,0.0013702189647001814,3.8302480139412354,1.0516209145006228e-48,16.921527932093753
